,datetime,계절,사고시간,hour,공정율,날씨,공사종류,공종(소분류),공사비,작업자수,부상자,최소공사비
1653,2019-10-01,가을,14:00,14,60~69%,맑음,토목/상하수도/기타,기타,10억 ~ 20억원 미만,19인 이하,1,10억 
1654,2019-10-01,가을,14:00,14,30~39%,흐림,건축/건축물/업무시설,해체 및 철거공사,300억 ~ 500억원 미만,19인 이하,1,300억 
1655,2019-10-01,가을,15:48,15,50~59%,맑음,건축/건축물/위험물 저장 및 처리시설,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1656,2019-10-01,가을,15:48,15,80~89%,맑음,건축/건축물/위험물 저장 및 처리시설,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1657,2019-10-02,가을,10:50,10,40~49%,흐림,건축/건축물/관광 휴게시설,철근콘크리트공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1658,2019-10-02,가을,15:00,15,90% 이상,맑음,건축/건축물/업무시설,수장공사,300억 ~ 500억원 미만,19인 이하,1,300억 
1659,2019-10-03,가을,10:36,10,80~89%,맑음,건축/건축물/업무시설,전기설비공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
1660,2019-10-04,가을,9:18,9,10~19%,흐림,건축/건축물/공동주택,건축 토공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1661,2019-10-04,가을,11:50,11,20~29%,맑음,건축/건축물/교육연구시설,가설공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1662,2019-10-04,가을,11:57,11,70~79%,맑음,건축/건축물/단독주택,가설공사,분류불능,19인 이하,1,분류불능
1663,2019-10-04,가을,15:30,15,40~49%,맑음,건축/건축물/업무시설,전기설비공사,150억 ~ 200억원 미만,19인 이하,1,150억 
1664,2019-10-04,가을,16:45,16,20~29%,맑음,토목/도로/기타,도로 및 포장공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1665,2019-10-05,가을,10:00,10,20~29%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1666,2019-10-05,가을,10:00,10,80~89%,맑음,건축/건축물/종교시설,수장공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1667,2019-10-05,가을,10:40,10,90% 이상,강우,건축/건축물/공장,전기설비공사,300억 ~ 500억원 미만,19인 이하,1,300억 
1668,2019-10-05,가을,10:40,10,80~89%,흐림,건축/건축물/창고시설,철골공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1669,2019-10-05,가을,13:10,13,30~39%,흐림,건축/건축물/공장,철골공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1670,2019-10-06,가을,12:00,12,20~29%,맑음,건축/건축물/교정 및 군사시설,철근콘크리트공사,2억 ~ 3억원 미만,19인 이하,1,2억 
1671,2019-10-06,가을,14:00,14,50~59%,맑음,건축/건축물/창고시설,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
1672,2019-10-06,가을,14:30,14,90% 이상,맑음,건축/건축물/노유자시설,철골공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1673,2019-10-07,가을,12:50,12,90% 이상,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1674,2019-10-07,가을,14:00,14,40~49%,맑음,건축/건축물/공동주택,목공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1676,2019-10-08,가을,7:40,7,20~29%,맑음,건축/건축물/업무시설,가설공사,100억 ~ 150억원 미만,19인 이하,1,100억 
1677,2019-10-08,가을,7:55,7,40~49%,맑음,토목/상하수도/하수도,토공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1678,2019-10-08,가을,13:30,13,80~89%,맑음,토목/교량/도로교량,교량공사,"4,000만 ~ 1억원 미만",19인 이하,1,"4,000만 "
1679,2019-10-08,가을,15:00,15,10% 미만,맑음,건축/건축물/공동주택,가설공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1680,2019-10-08,가을,15:30,15,20~29%,맑음,토목/교량/도로교량,교량공사,200억 ~ 300억원 미만,19인 이하,1,200억 
1681,2019-10-08,가을,16:50,16,40~49%,맑음,건축/건축물/근린생활시설,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1682,2019-10-09,가을,8:30,8,40~49%,맑음,토목/상하수도/하수도,철근콘크리트공사,100억 ~ 150억원 미만,19인 이하,1,100억 
1683,2019-10-09,가을,13:40,13,70~79%,흐림,건축/건축물/근린생활시설,기타,10억 ~ 20억원 미만,19인 이하,1,10억 
1684,2019-10-09,가을,15:00,15,40~49%,맑음,건축/건축물/동물 및 식물 관련시설,가설공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1685,2019-10-10,가을,6:45,6,90% 이상,맑음,토목/도로/도로,기타,150억 ~ 200억원 미만,19인 이하,1,150억 
1686,2019-10-10,가을,13:30,13,60~69%,맑음,토목/상하수도/기타,가설공사,300억 ~ 500억원 미만,19인 이하,1,300억 
1687,2019-10-10,가을,15:00,15,30~39%,맑음,건축/건축물/교정 및 군사시설,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1688,2019-10-10,가을,16:00,16,60~69%,흐림,건축/건축물/공동주택,기타,300억 ~ 500억원 미만,19인 이하,1,300억 
1689,2019-10-10,가을,16:00,16,80~89%,맑음,건축/건축물/단독주택,조적공사,3억 ~ 5억원 미만,19인 이하,1,3억 
1690,2019-10-11,가을,5:50,5,10~19%,맑음,토목/항만/방파제,가설공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1691,2019-10-11,가을,15:00,15,30~39%,맑음,건축/건축물/교육연구시설,가설공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1692,2019-10-11,가을,15:40,15,90% 이상,맑음,토목/기타,철근콘크리트공사,150억 ~ 200억원 미만,19인 이하,1,150억 
1693,2019-10-12,가을,8:00,8,70~79%,맑음,건축/건축물/기타,가설공사,"4,000만 ~ 1억원 미만",19인 이하,1,"4,000만 "
1694,2019-10-12,가을,8:00,8,50~59%,맑음,건축/건축물/숙박시설,철근콘크리트공사,150억 ~ 200억원 미만,19인 이하,1,150억 
1695,2019-10-12,가을,9:10,9,90% 이상,맑음,건축/건축물/단독주택,건축 토공사,"1,000만원 미만",19인 이하,1,"1,000만원 미만"
1696,2019-10-12,가을,11:00,11,30~39%,맑음,건축/건축물/근린생활시설,미장공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1697,2019-10-12,가을,11:00,11,90% 이상,맑음,토목/교량/기타,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
1698,2019-10-12,가을,11:00,11,80~89%,맑음,토목/상하수도/상수도,관공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1699,2019-10-12,가을,14:20,14,80~89%,흐림,건축/건축물/공동주택,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1701,2019-10-12,가을,15:00,15,80~89%,맑음,건축/건축물/근린생활시설,수장공사,1억 ~ 2억원 미만,19인 이하,1,1억 
1703,2019-10-13,가을,7:30,7,90% 이상,맑음,건축/건축물/기타,지붕 및 홈통공사,3억 ~ 5억원 미만,19인 이하,1,3억 
1704,2019-10-13,가을,11:10,11,90% 이상,맑음,건축/건축물/근린생활시설,해체 및 철거공사,3억 ~ 5억원 미만,19인 이하,1,3억 
1705,2019-10-13,가을,13:40,13,90% 이상,맑음,토목/항만/호안,하천공사,20억 ~ 50억원 미만,19인 이하,2,20억 
1707,2019-10-13,가을,16:00,16,30~39%,맑음,건축/건축물/공동주택,가설공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1708,2019-10-13,가을,16:00,16,10~19%,맑음,토목/도로/기타,철근콘크리트공사,100억 ~ 150억원 미만,19인 이하,1,100억 
1709,2019-10-13,가을,16:00,16,60~69%,흐림,건축/건축물/교육연구시설,기타,10억 ~ 20억원 미만,19인 이하,1,10억 
1711,2019-10-14,가을,7:45,7,30~39%,맑음,토목/기타,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1712,2019-10-14,가을,8:28,8,20~29%,맑음,토목/상하수도/하수도,토공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1714,2019-10-14,가을,10:20,10,20~29%,맑음,건축/건축물/업무시설,기타,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1715,2019-10-14,가을,15:10,15,50~59%,맑음,건축/건축물/공장,조적공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1716,2019-10-14,가을,15:30,15,10~19%,맑음,토목/도로/도로,기타,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1717,2019-10-14,가을,17:00,17,60~69%,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1718,2019-10-15,가을,8:00,8,20~29%,맑음,건축/건축물/운동시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1719,2019-10-15,가을,8:00,8,40~49%,맑음,토목/터널/철도터널,터널공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1720,2019-10-15,가을,10:48,10,90% 이상,맑음,건축/건축물/종교시설,수장공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1721,2019-10-15,가을,14:00,14,30~39%,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1722,2019-10-15,가을,14:00,14,10~19%,맑음,건축/건축물/업무시설,도장공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1723,2019-10-15,가을,14:00,14,70~79%,맑음,건축/건축물/기타,기타,1억 ~ 2억원 미만,19인 이하,1,1억 
1724,2019-10-15,가을,14:00,14,90% 이상,흐림,토목/기타/부지조성,기타,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
1725,2019-10-15,가을,15:32,15,40~49%,맑음,토목/상하수도/상수도,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1726,2019-10-16,가을,11:10,11,40~49%,맑음,건축/건축물/창고시설,철골공사,1억 ~ 2억원 미만,19인 이하,1,1억 
1727,2019-10-16,가을,11:30,11,90% 이상,맑음,건축/건축물/교육연구시설,수장공사,300억 ~ 500억원 미만,19인 이하,1,300억 
1728,2019-10-16,가을,13:50,13,10% 미만,맑음,건축/건축물/공동주택,기타,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1729,2019-10-16,가을,14:00,14,90% 이상,맑음,토목/상하수도/하수도,관공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1730,2019-10-17,가을,6:30,6,10~19%,맑음,건축/건축물/업무시설,기타,150억 ~ 200억원 미만,19인 이하,1,150억 
1731,2019-10-17,가을,8:15,8,10% 미만,흐림,건축/건축물/단독주택,철근콘크리트공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1732,2019-10-17,가을,9:43,9,10~19%,맑음,건축/건축물/근린생활시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1733,2019-10-17,가을,15:30,15,40~49%,흐림,건축/건축물/근린생활시설,기타,분류불능,19인 이하,1,분류불능
1734,2019-10-18,가을,12:00,12,90% 이상,맑음,산업환경설비/환경시설/공공폐수처리시설,도로 및 포장공사,100억 ~ 150억원 미만,19인 이하,1,100억 
1735,2019-10-18,가을,14:30,14,20~29%,흐림,토목/상하수도/상수도,토공사,150억 ~ 200억원 미만,19인 이하,1,150억 
1736,2019-10-18,가을,17:00,17,70~79%,맑음,건축/건축물/공동주택,기타,3억 ~ 5억원 미만,19인 이하,1,3억 
1737,2019-10-19,가을,9:20,9,70~79%,맑음,건축/건축물/단독주택,타일 및 돌공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1738,2019-10-19,가을,9:36,9,40~49%,맑음,건축/건축물/자동차 관련시설,가설공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1739,2019-10-19,가을,13:10,13,90% 이상,맑음,토목/상하수도/하수도,가설공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1740,2019-10-19,가을,13:30,13,20~29%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1741,2019-10-19,가을,15:30,15,70~79%,맑음,건축/건축물/근린생활시설,건축 토공사,1억 ~ 2억원 미만,19인 이하,1,1억 
1742,2019-10-19,가을,16:20,16,50~59%,맑음,토목/상하수도/하수도,해체 및 철거공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
1743,2019-10-20,가을,14:00,14,40~49%,맑음,토목/기타/부지조성,철근콘크리트공사,3억 ~ 5억원 미만,19인 이하,1,3억 
1744,2019-10-21,가을,8:40,8,10% 미만,맑음,건축/건축물/기타,건축 토공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1745,2019-10-21,가을,9:45,9,40~49%,맑음,토목/상하수도/상수도,토공사,200억 ~ 300억원 미만,19인 이하,1,200억 
1746,2019-10-21,가을,11:10,11,40~49%,맑음,건축/건축물/근린생활시설,도장공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1747,2019-10-21,가을,14:00,14,80~89%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1748,2019-10-21,가을,16:00,16,70~79%,맑음,건축/건축물/운수시설,철근콘크리트공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1749,2019-10-22,가을,9:40,9,10% 미만,맑음,건축/건축물/숙박시설,해체 및 철거공사,2억 ~ 3억원 미만,19인 이하,1,2억 
1750,2019-10-22,가을,13:45,13,80~89%,맑음,토목/도로/도로,기타,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1751,2019-10-22,가을,14:05,14,40~49%,맑음,토목/옹벽 및 절토사면/옹벽,토공사,2억 ~ 3억원 미만,19인 이하,4,2억 
1752,2019-10-22,가을,16:00,16,30~39%,맑음,건축/건축물/근린생활시설,가설공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1753,2019-10-23,가을,7:10,7,10~19%,맑음,토목/항만/기타,항만공사,200억 ~ 300억원 미만,19인 이하,1,200억 
1754,2019-10-23,가을,8:00,8,80~89%,맑음,토목/상하수도/상수도,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1755,2019-10-23,가을,9:10,9,20~29%,맑음,건축/건축물/단독주택,목공사,3억 ~ 5억원 미만,19인 이하,1,3억 
1756,2019-10-23,가을,9:30,9,60~69%,흐림,건축/건축물/자동차 관련시설,해체 및 철거공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1757,2019-10-23,가을,10:30,10,10% 미만,맑음,건축/건축물/교육연구시설,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1758,2019-10-23,가을,10:45,10,90% 이상,흐림,건축/건축물/공동주택,기타,2억 ~ 3억원 미만,19인 이하,1,2억 
1759,2019-10-23,가을,10:45,10,90% 이상,맑음,건축/건축물/공동주택,기타,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
1760,2019-10-23,가을,16:20,16,20~29%,맑음,토목/교량/도로교량,교량공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1761,2019-10-23,가을,18:30,18,90% 이상,맑음,토목/항만/기타,기타,3억 ~ 5억원 미만,19인 이하,1,3억 
1762,2019-10-24,가을,8:35,8,10% 미만,흐림,건축/건축물/숙박시설,가설공사,200억 ~ 300억원 미만,19인 이하,1,200억 
1763,2019-10-24,가을,8:35,8,10% 미만,맑음,건축/건축물/숙박시설,해체 및 철거공사,200억 ~ 300억원 미만,19인 이하,1,200억 
1764,2019-10-24,가을,13:20,13,10% 미만,맑음,건축/건축물/근린생활시설,가설공사,10억 ~ 20억원 미만,19인 이하,1,10억 
1766,2019-10-24,가을,13:30,13,10% 미만,맑음,건축/건축물/공동주택,건축 토공사,"500억 ~ 1,000억원 미만",19인 이하,1,500억 
1767,2019-10-25,가을,9:10,9,80~89%,맑음,토목/도로/도로,기타,100억 ~ 150억원 미만,19인 이하,1,100억 
1768,2019-10-25,가을,10:30,10,50~59%,맑음,토목/상하수도/하수도,가설공사,150억 ~ 200억원 미만,19인 이하,1,150억 
1769,2019-10-25,가을,10:30,10,80~89%,맑음,토목/상하수도/하수도,관공사,100억 ~ 150억원 미만,19인 이하,1,100억 
1770,2019-10-25,가을,10:30,10,90% 이상,흐림,건축/건축물/수련시설,타일 및 돌공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1771,2019-10-25,가을,11:38,11,40~49%,맑음,건축/건축물/교육연구시설,해체 및 철거공사,20억 ~ 50억원 미만,19인 이하,1,20억 
1772,2019-10-25,가을,16:10,16,90% 이상,맑음,건축/건축물/공동주택,전기설비공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1773,2019-10-25,가을,21:00,21,90% 이상,맑음,건축/건축물/업무시설,기타,"2,000만 ~ 4,000만원 미만",19인 이하,1,"2,000만 "
1774,2019-10-26,가을,8:10,8,50~59%,맑음,건축/건축물/근린생활시설,기타,5억 ~ 10억원 미만,19인 이하,1,5억 
1775,2019-10-26,가을,10:50,10,30~39%,맑음,건축/건축물/공동주택,도장공사,3억 ~ 5억원 미만,19인 이하,1,3억 
1776,2019-10-26,가을,11:00,11,90% 이상,맑음,건축/건축물/공동주택,철근콘크리트공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1777,2019-10-26,가을,16:00,16,10% 미만,맑음,토목/도로/도로,교량공사,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1778,2019-10-26,가을,16:00,16,10% 미만,맑음,건축/건축물/근린생활시설,철근콘크리트공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1779,2019-10-27,가을,11:30,11,50~59%,맑음,토목/상하수도/상수도,하천공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1780,2019-10-28,가을,11:50,11,10% 미만,맑음,토목/항만/계류시설,기타,2억 ~ 3억원 미만,19인 이하,1,2억 
1781,2019-10-28,가을,13:50,13,20~29%,맑음,토목/기타/부지조성,토공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1782,2019-10-28,가을,15:00,15,10% 미만,맑음,토목/기타,기타,"1,000억원 이상",19인 이하,1,"1,000억원 이상"
1783,2019-10-29,가을,10:00,10,10~19%,흐림,건축/건축물/단독주택,철근콘크리트공사,분류불능,19인 이하,1,분류불능
1784,2019-10-29,가을,11:44,11,30~39%,흐림,건축/건축물/근린생활시설,목공사,5억 ~ 10억원 미만,19인 이하,1,5억 
1785,2019-10-29,가을,13:10,13,20~29%,맑음,건축/건축물/교육연구시설,철근콘크리트공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1786,2019-10-29,가을,13:30,13,40~49%,맑음,토목/상하수도/하수도,토공사,50억 ~ 100억원 미만,19인 이하,1,50억 
1787,2019-10-29,가을,15:30,15,70~79%,맑음,건축/건축물/기타,기타,1억 ~ 2억원 미만,19인 이하,1,1억 
1788,2019-10-30,가을,10:10,10,50~59%,흐림,건축/건축물/공장,철골공사,200억 ~ 300억원 미만,19인 이하,1,200억 
1789,2019-10-30,가을,10:20,10,80~89%,맑음,토목/교량/도로교량,교량공사,150억 ~ 200억원 미만,19인 이하,1,150억 
1790,2019-10-30,가을,10:20,10,10% 미만,맑음,토목/항만/기타,기타,2억 ~ 3억원 미만,19인 이하,1,2억 
